mapname,filesize,filesize_bz2,sha1,note
cs_concrete_j,4545768,1548888,4dcf228643dea8ff233aeac4578009104205ff3a,461898_1035434_cs_concrete/cs_concrete
bhop_speedrun_cyberlose,25679514,11203750,17349f794482060182e01dc706002a6559ca3d3f,461907_1035474_bhop_speedrun_lion
bhop_speedrun_spacelegofive,26688855,9926843,376b18536b8478edac8f66087df8eec1bc52530f,461907_1035474_bhop_speedrun_lion
bhop_speedrun_vasya34ru,12513591,4109051,e9fe8b60713032d4e8454a146726ce1201d4bace,461907_1035474_bhop_speedrun_lion
bhop_finalmap_strange_fixed4,94630113,56292523,8b3f42264e75e868f9e0760327f5c3d3ac6ca54f,461913_1035502_bhop_finalmap_strange_fixed4
de_crete,7057600,3148647,fd391b79a9631bec027071c97d30a33df602b271,461935_1035591_de_crete/de_crete
bhop_furax,4526538,1122435,0ced669a8a5dcee84e70077a657e86cb9c227eb2,461940_1035599_bhop_furax
bhop_reds,1352859,560377,c5c9d510fe51d5be748edd77f96a24111ea54d4f,461964_1035659_bhop_reds
de_conurbation,4824920,1557647,0155c0a700bc55c8183e3a059909c74540d16b41,461993_1035757_chilledmappack
de_conurbation_night,5131104,1438888,074fb7abe23ef8a234e138db69ae0e9af30e6f9a,461993_1035757_chilledmappack
de_providence,10000016,2849531,19232eefbed15daefa910a4793c8b9edf2cb9e7c,461993_1035757_chilledmappack
de_shells,4168820,713765,c70471559abe84459e8320091598f170d9e8d4b4,461993_1035757_chilledmappack
de_townhold,3681428,1045516,a505a1b2d9ae8c4c8e44a9b8e2151a6e21ccbd09,461993_1035757_chilledmappack
de_nuke_plus,18228000,8735767,968dbc83a11cb8234bc67ffeb688f466a85614fc,436760_1035847_de_nuke_plus_66689/de_nuke_plus
bhop_azuras_star_dungeon,143106717,51523338,30edc1cd6c7bba70e96911ce72db8b3b5ea95735,462165_1036286_bhop_azuras_star_dungeon
bhop_azuras_star_dungeon,70807083,35511268,06fad424459427c8d02fba2d96a9830a96289ae8,462165_1036345_bhop_azuras_star_dungeon_d894b
bhop_strafe_nuclear,37440426,15139261,a4a9718d8820ad279ea222841f7258930c98c2f4,462317_1036686_bhop_strafe_nuclear
#bhop_azuras_star_dungeon,70807083,35511268,06fad424459427c8d02fba2d96a9830a96289ae8,462165_1036703_bhop_azuras_star_dungeon
#bhop_azuras_star_dungeon,70807083,35511268,06fad424459427c8d02fba2d96a9830a96289ae8,462165_1036705_bhop_azuras_star_dungeon_090b4
bhop_industrial,3449372,1596731,48d7910ed01c36232eea1ac1503a837a183552ba,462347_1036759_bhop_industrial/bhop_industrial
trikz_succ,96953318,41527589,bd76020637b3ecbd4a1645ebb2d42fc229f766f9,462387_1036838_trikz_succ
#bhop_aerials_course1,7637068,2775017,b53b118e9cbef2681a257468202f181c60e749ed,458957_1036921_blackmesa_bhop_mappack_60ca7
#bhop_blackmesa,2597274,601172,6104af114fcc1ff67f4313d9ac572b8508eee354,458957_1036921_blackmesa_bhop_mappack_60ca7
#bhop_blackmesa2,1549000,355120,2b76e82cc95d78422c486b62e3ac9c2a49f9b5ea,458957_1036921_blackmesa_bhop_mappack_60ca7
#bhop_blackmesa3,1084856,447929,52ff3ea63b0380b475dff6c1f9c1b030cb586d8b,458957_1036921_blackmesa_bhop_mappack_60ca7
#bhop_blue_blackmesa,12212729,5547083,40a02de91d9edcf7dc43989a1ee477a62d4915e1,458957_1036921_blackmesa_bhop_mappack_60ca7
#bhop_fatal,12956621,3734527,f0df161ed1d4037bfa46450ef59c359380f25253,458957_1036921_blackmesa_bhop_mappack_60ca7
#bhop_hazardcourse,854053,385591,4c6c221dcc79c07d004b25e38f29e65c14c32e1c,458957_1036921_blackmesa_bhop_mappack_60ca7
#bhop_kombucha,4528270,1766690,53f1e23867afd3b5f109f13dce04b6a4d919e645,458957_1036921_blackmesa_bhop_mappack_60ca7
bhop_pringid,14264516,7940842,c225d71b54b5fff625f999a68f7a390fae20a8f1,458957_1036921_blackmesa_bhop_mappack_60ca7
ze_the_parish_c5m1,218001215,109692003,22fcfdf649c0fbdf61492272c24485844b51c741,462517_1037139_ze_the_parish_c5m1
cs_concrete_k,5129096,812046,56fc6673f0a524d75abcfba3a9ef22135d212547,461898_1037182_cs_concrete_k/cs_concrete_k
bhop_acino2,5155884,2548896,ac336b8e78721f6ac56d1a4142b06bff2e6043f5,462608_1037433_bhop_acino2
bhop_the_journey_lyned7_csslegit_v1,108557990,74064160,f581767c4da928876acb66a5e044b5c5ad4d980d,462696_1037691_bhop_the_journey_lyned7_csslegit_v1
bhop_strafe_nuclear,31620468,11497862,18d6edd877c3741261486f622c38371deb412e57,462756_1037881_bhop_strafe_nuclear_f7433
#bhop_strafe_hehe,3777834,1347302,9b63e269870470d9003313315af1ffc31d0d2416,462760_1037889_bhop_strafe_hehe_1ce85
bhop_strafe_strafe,3777834,1347302,9b63e269870470d9003313315af1ffc31d0d2416,462760_1037893_bhop_strafe_strafe_3af33
bhop_static,5561231,1805279,3696cb06eae2419394fd01e2bb0893c6ca776d55,462763_1037903_bhop_static
bhop_upupandaway_ll_beta,11002511,5436199,77447d533e96fd8a3a6b3f1ea94a7cec8c70beaf,462774_1037925_bhop_upupandaway_ll_beta
aim_boilerhouse,157844938,89620364,d7aa442218c31b537fe705de3e211f06e73618b4,462780_1037946_aim_boilerhouse
de_city,1114132,83513,f65a0788d7a225e1b021b59f1cbdca6907a2d9d7,459634_1037982_de_city20beta/de_city2.0beta
kz_bhop_aamu3,32997199,33061052,e4ed44b930fec4ad498d01c32ce0468fd706649f,462828_1038072_kz_bhop_aamu3
